origin,destination,avg_enroute_min
SPRU,SPIM,73
SPRU,SPIM,72
SANT,SPIM,195
SANT,SPIM,195
SPYL,SPIM,97
SPYL,SPIM,101
SEQM,SPIM,135
SEQM,SPIM,135
SLVR,SPIM,161
SLVR,SPIM,160
SCFA,SCIE,141
SCFA,SCIE,141
SCFA,SCSE,86
SCFA,SCSE,86
SCFA,SCEL,112
SCFA,SCEL,112
SCAR,SCEL,154
SCBA,SCTE,68
SCBA,SCTE,68
SCBA,SCEL,142
SCIE,SCFA,141
SCIE,SCFA,140
SCIE,SCCF,148
SCIE,SCCF,149
SCIE,SCEL,67
SCIE,SCEL,67
SCCF,SCIE,150
SCCF,SCIE,150
SCCF,SCSE,97
SCCF,SCSE,97
SCCF,SCEL,124
SCCF,SCEL,125
SCAT,SCEL,75
SCAT,SCEL,75
SCDA,SCEL,134
SCDA,SCEL,134
SCSE,SCFA,77
SCSE,SCFA,77
SCSE,SCCF,86
SCSE,SCCF,86
SCSE,SCEL,55
SCSE,SCEL,55
SCTE,SCBA,66
SCTE,SCBA,66
SCTE,SCNT,122
SCTE,SCCI,130
SCTE,SCCI,131
SCTE,SCEL,102
SCTE,SCEL,102
SCNT,SCTE,117
SCNT,SCEL,187
SCCI,SCTE,133
SCCI,SCTE,133
SCCI,SCEL,208
SCEL,SCFA,120
SCEL,SCFA,120
SCEL,SCAR,159
SCEL,SCBA,141
SCEL,SCBA,141
SCEL,SCIE,68
SCEL,SCIE,68
SCEL,SCCF,127
SCEL,SCCF,127
SCEL,SCAT,90
SCEL,SCAT,90
SCEL,SCDA,144
SCEL,SCDA,144
SCEL,SCSE,66
SCEL,SCSE,66
SCEL,SCTE,104
SCEL,SCTE,104
SCEL,SCNT,198
SCEL,SCCI,204
SCEL,SCQP,86
SCEL,SCJO,100
SCQP,SCEL,82
SCJO,SCEL,95
SGAS,SBGR,126
SGAS,SPIM,231
SGAS,SCEL,170
SBGR,SGAS,126
SPIM,SGAS,224
SCEL,SGAS,159
SKBO,SEQM,105
SECU,SEGU,44
SECU,SEQM,50
SAEZ,SPIM,281
SEGS,SECU,112
SEGS,SEGU,110
SEGS,SEQM,116
SEGU,SECU,47
SEGU,SEGS,119
SEGU,KJFK,391
SEGU,SPIM,115
SEGU,SPIM,115
SEGU,SCEL,287
SEGU,SEST,112
SEGU,SEQM,50
KJFK,SEGU,410
SPIM,SAEZ,260
SPIM,SEGU,130
SPIM,SEGU,130
SPIM,SEQM,136
SEMT,SEQM,50
KMIA,SEQM,257
SECO,SEQM,37
SCEL,SEGU,318
SEST,SEGU,101
SEQM,SKBO,95
SEQM,SECU,56
SEQM,SEGS,131
SEQM,SEGU,53
SEQM,SPIM,135
SEQM,SEMT,48
SEQM,KMIA,256
SEQM,SECO,41
