report_source,Mkt Al,Op Al,Orig,Dest,Manu,Type,Aircraft Family,Aircraft Type,Equip,Flights,Seats,ASMs,Block Mins
2026-07,LA,JJ,BSB,FOR,Airbus,Narrow,A320,A319,319,4,544,569568,635
2026-07,LA,JJ,BSB,FOR,Airbus,Narrow,A320,A320,320,36,6228,6520716,5665
2026-07,LA,JJ,BSB,FOR,Airbus,Narrow,A320,A321,321,46,10028,10499316,7160
2026-07,LA,JJ,BSB,GIG,Airbus,Narrow,A320,A319,319,7,976,553392,735
2026-07,LA,JJ,BSB,GIG,Airbus,Narrow,A320,A320,320,71,12340,6996780,7325
2026-07,LA,JJ,BSB,GIG,Airbus,Narrow,A320,A321,321,16,3496,1982232,1640
2026-07,LA,JJ,BSB,GRU,Airbus,Narrow,A320,A319,319,6,818,432722,605
2026-07,LA,JJ,BSB,GRU,Airbus,Narrow,A320,A320,320,68,11758,6219982,7020
2026-07,LA,JJ,BSB,GRU,Airbus,Narrow,A320,A321,321,105,22738,12028402,10945
2026-07,LA,JJ,BSB,GYN,Airbus,Narrow,A320,A319,319,21,2906,293506,1000
2026-07,LA,JJ,BSB,GYN,Airbus,Narrow,A320,A320,320,54,9388,948188,2495
2026-07,LA,JJ,BSB,GYN,Airbus,Narrow,A320,A321,321,15,3252,328452,695
2026-07,LA,JJ,BSB,IGU,Airbus,Narrow,A320,A321,321,31,6800,5385600,4185
2026-07,LA,JJ,BSB,IMP,Airbus,Narrow,A320,A319,319,1,138,97980,115
2026-07,LA,JJ,BSB,IMP,Airbus,Narrow,A320,A320,320,30,5228,3711880,3450
2026-07,LA,JJ,BSB,JPA,Airbus,Narrow,A320,A320,320,4,692,735596,635
2026-07,LA,JJ,BSB,JPA,Airbus,Narrow,A320,A321,321,54,11824,12568912,8490
2026-07,LA,JJ,BSB,MAB,Airbus,Narrow,A320,A319,319,1,140,101640,115
2026-07,LA,JJ,BSB,MAB,Airbus,Narrow,A320,A320,320,30,5208,3781008,3450
2026-07,LA,JJ,BSB,MAO,Airbus,Narrow,A320,A320,320,33,5708,6895264,5850
2026-07,LA,JJ,BSB,MAO,Airbus,Narrow,A320,A321,321,27,5778,6979824,4860
2026-07,LA,JJ,BSB,MCP,Airbus,Narrow,A320,A319,319,7,966,1076124,1155
2026-07,LA,JJ,BSB,MCP,Airbus,Narrow,A320,A320,320,24,4162,4636468,3960
2026-07,LA,JJ,BSB,MCZ,Airbus,Narrow,A320,A319,319,5,686,635922,725
2026-07,LA,JJ,BSB,MCZ,Airbus,Narrow,A320,A320,320,27,4692,4349484,3915
2026-07,LA,JJ,BSB,MCZ,Airbus,Narrow,A320,A321,321,26,5638,5226426,3770
2026-07,LA,JJ,BSB,NAT,Airbus,Narrow,A320,A320,320,1,176,193248,165
2026-07,LA,JJ,BSB,NAT,Airbus,Narrow,A320,A321,321,60,13058,14337684,9590
2026-07,LA,JJ,BSB,OPS,Airbus,Narrow,A320,A320,320,31,5408,3131232,3255
2026-07,LA,JJ,BSB,PMW,Airbus,Narrow,A320,A319,319,18,2482,953088,1350
2026-07,LA,JJ,BSB,PMW,Airbus,Narrow,A320,A320,320,11,1924,738816,825
2026-07,LA,JJ,BSB,PMW,Airbus,Narrow,A320,A321,321,2,440,168960,145
2026-07,LA,JJ,BSB,POA,Airbus,Narrow,A320,A320,320,45,7724,7677656,7115
2026-07,LA,JJ,BSB,POA,Airbus,Narrow,A320,A321,321,42,9126,9071244,6635
2026-07,LA,JJ,BSB,PVH,Airbus,Narrow,A320,A319,319,2,278,329430,360
2026-07,LA,JJ,BSB,PVH,Airbus,Narrow,A320,A320,320,22,3844,4555140,3960
2026-07,LA,JJ,BSB,PVH,Airbus,Narrow,A320,A321,321,7,1528,1810680,1260
2026-07,LA,JJ,BSB,RBR,Airbus,Narrow,A320,A319,319,8,1106,1548400,1640
2026-07,LA,JJ,BSB,RBR,Airbus,Narrow,A320,A320,320,17,2986,4180400,3485
2026-07,LA,JJ,BSB,RBR,Airbus,Narrow,A320,A321,321,6,1320,1848000,1230
2026-07,LA,JJ,BSB,REC,Airbus,Narrow,A320,A319,319,5,686,704522,775
2026-07,LA,JJ,BSB,REC,Airbus,Narrow,A320,A320,320,40,6942,7129434,6185
2026-07,LA,JJ,BSB,REC,Airbus,Narrow,A320,A321,321,48,10462,10744474,7440
2026-07,LA,JJ,BSB,SDU,Airbus,Narrow,A320,A319,319,180,24944,14342800,17965
2026-07,LA,JJ,BSB,SLZ,Airbus,Narrow,A320,A320,320,9,1564,1479544,1305
2026-07,LA,JJ,BSB,SLZ,Airbus,Narrow,A320,A321,321,53,11602,10975492,7685
2026-07,LA,JJ,BSB,SSA,Airbus,Narrow,A320,A319,319,5,682,458986,555
2026-07,LA,JJ,BSB,SSA,Airbus,Narrow,A320,A320,320,54,9402,6327546,6070
2026-07,LA,JJ,BSB,SSA,Airbus,Narrow,A320,A321,321,65,14162,9531026,7325
2026-07,LA,JJ,BSB,STM,Airbus,Narrow,A320,A319,319,30,4078,4204418,4650
2026-07,LA,JJ,BSB,STM,Airbus,Narrow,A320,A320,320,1,170,175270,155
2026-07,LA,JJ,BSB,THE,Airbus,Narrow,A320,A319,319,3,406,332514,390
2026-07,LA,JJ,BSB,THE,Airbus,Narrow,A320,A320,320,16,2792,2286648,2080
2026-07,LA,JJ,BSB,THE,Airbus,Narrow,A320,A321,321,43,9386,7687134,5590
2026-07,LA,JJ,BSB,UDI,Airbus,Narrow,A320,A319,319,22,3044,639240,1320
2026-07,LA,JJ,BSB,UDI,Airbus,Narrow,A320,A320,320,9,1574,330540,540
2026-07,LA,JJ,BSB,VCP,Airbus,Narrow,A320,A319,319,7,972,480168,680
2026-07,LA,JJ,BSB,VCP,Airbus,Narrow,A320,A320,320,66,11424,5643456,6370
2026-07,LA,JJ,BSB,VCP,Airbus,Narrow,A320,A321,321,17,3692,1823848,1615
2026-07,LA,JJ,BSB,VIX,Airbus,Narrow,A320,A319,319,3,416,243776,310
2026-07,LA,JJ,BSB,VIX,Airbus,Narrow,A320,A320,320,33,5732,3358952,3460
2026-07,LA,JJ,BSB,VIX,Airbus,Narrow,A320,A321,321,18,3936,2306496,1880
2026-07,LA,JJ,BVB,BSB,Airbus,Narrow,A320,A319,319,1,134,208102,215
2026-07,LA,JJ,BVB,BSB,Airbus,Narrow,A320,A320,320,6,1052,1633756,1290
2026-07,LA,JJ,BVB,BSB,Airbus,Narrow,A320,A321,321,24,5256,8162568,5160
2026-07,LA,JJ,BVB,GRU,Airbus,Narrow,A320,A320,320,10,1758,3591594,2860
2026-07,LA,JJ,BVB,GRU,Airbus,Narrow,A320,A321,321,7,1540,3146220,1930
2026-07,LA,JJ,BYO,GRU,Airbus,Narrow,A320,A320,320,9,1580,1038060,1020
2026-07,LA,JJ,CAC,GRU,Airbus,Narrow,A320,A319,319,5,682,311674,495
2026-07,LA,JJ,CAC,GRU,Airbus,Narrow,A320,A320,320,49,8538,3901866,4790
2026-07,LA,JJ,CDG,GRU,Boeing,Wide,B787,B787-9,789,30,9000,52461000,21240
2026-07,LA,JJ,CGB,BSB,Airbus,Narrow,A320,A320,320,16,2788,1522248,1600
2026-07,LA,JJ,CGB,BSB,Airbus,Narrow,A320,A321,321,77,16846,9197916,7700
2026-07,LA,JJ,CGB,CGH,Airbus,Narrow,A320,A319,319,26,3570,2945250,3440
2026-07,LA,JJ,CGB,CGH,Airbus,Narrow,A320,A320,320,35,6116,5045700,4625
2026-07,LA,JJ,CGB,GRU,Airbus,Narrow,A320,A319,319,6,828,683100,790
2026-07,LA,JJ,CGB,GRU,Airbus,Narrow,A320,A320,320,59,10208,8421600,7925
2026-07,LA,JJ,CGB,GRU,Airbus,Narrow,A320,A321,321,82,17794,14680050,11075
2026-07,LA,JJ,CGH,AJU,Airbus,Narrow,A320,A319,319,2,278,298850,320
2026-07,LA,JJ,CGH,AJU,Airbus,Narrow,A320,A320,320,6,1048,1126600,960
2026-07,LA,JJ,CGH,BPS,Airbus,Narrow,A320,A319,319,7,976,681248,805
2026-07,LA,JJ,CGH,BPS,Airbus,Narrow,A320,A320,320,82,14306,9985588,9630
2026-07,LA,JJ,CGH,BSB,Airbus,Narrow,A320,A319,319,52,7070,3817800,5465
2026-07,LA,JJ,CGH,BSB,Airbus,Narrow,A320,A320,320,263,45318,24471720,27810
2026-07,LA,JJ,CGH,CGB,Airbus,Narrow,A320,A319,319,21,2906,2397450,2945
2026-07,LA,JJ,CGH,CGB,Airbus,Narrow,A320,A320,320,40,6986,5763450,5600
2026-07,LA,JJ,CGH,CGR,Airbus,Narrow,A320,A319,319,3,414,231012,330
2026-07,LA,JJ,CGH,CGR,Airbus,Narrow,A320,A320,320,41,7156,3993048,4510
2026-07,LA,JJ,CGH,CNF,Airbus,Narrow,A320,A319,319,23,3154,1025050,1725
2026-07,LA,JJ,CGH,CNF,Airbus,Narrow,A320,A320,320,193,33486,10882950,14475
2026-07,LA,JJ,CGH,CWB,Airbus,Narrow,A320,A319,319,56,7666,1579196,3360
2026-07,LA,JJ,CGH,CWB,Airbus,Narrow,A320,A320,320,169,29218,6018908,10140
2026-07,LA,JJ,CGH,FLN,Airbus,Narrow,A320,A319,319,29,3978,1201356,2070
2026-07,LA,JJ,CGH,FLN,Airbus,Narrow,A320,A320,320,145,25208,7612816,10545
2026-07,LA,JJ,CGH,FOR,Airbus,Narrow,A320,A319,319,23,3152,4630288,4715
2026-07,LA,JJ,CGH,FOR,Airbus,Narrow,A320,A320,320,97,16840,24737960,20040
2026-07,LA,JJ,CGH,GYN,Airbus,Narrow,A320,A319,319,33,4556,2314448,3300
2026-07,LA,JJ,CGH,GYN,Airbus,Narrow,A320,A320,320,126,21922,11136376,12600
2026-07,LA,JJ,CGH,IGU,Airbus,Narrow,A320,A319,319,15,2086,1076376,1575
2026-07,LA,JJ,CGH,IGU,Airbus,Narrow,A320,A320,320,55,9570,4938120,5775
2026-07,LA,JJ,CGH,IOS,Airbus,Narrow,A320,A319,319,16,2206,1729504,2120
2026-07,LA,JJ,CGH,IOS,Airbus,Narrow,A320,A320,320,23,4030,3159520,2965
2026-07,LA,JJ,CGH,JOI,Airbus,Narrow,A320,A319,319,4,560,124320,260
2026-07,LA,JJ,CGH,JOI,Airbus,Narrow,A320,A320,320,27,4722,1048284,1755
2026-07,LA,JJ,CGH,JPA,Airbus,Narrow,A320,A319,319,10,1392,1912608,1950
2026-07,LA,JJ,CGH,JPA,Airbus,Narrow,A320,A320,320,29,5072,6968928,5655
2026-07,LA,JJ,CGH,LDB,Airbus,Narrow,A320,A319,319,12,1678,478230,900
2026-07,LA,JJ,CGH,LDB,Airbus,Narrow,A320,A320,320,28,4906,1398210,2100
2026-07,LA,JJ,CGH,MCZ,Airbus,Narrow,A320,A319,319,11,1532,1849124,1925
2026-07,LA,JJ,CGH,MCZ,Airbus,Narrow,A320,A320,320,51,8944,10795408,8925
2026-07,LA,JJ,CGH,MGF,Airbus,Narrow,A320,A319,319,7,974,326290,560
2026-07,LA,JJ,CGH,MGF,Airbus,Narrow,A320,A320,320,24,4212,1411020,1920
2026-07,LA,JJ,CGH,NAT,Airbus,Narrow,A320,A319,319,19,2610,3755790,3800
2026-07,LA,JJ,CGH,NAT,Airbus,Narrow,A320,A320,320,43,7518,10818402,8600
2026-07,LA,JJ,CGH,NVT,Airbus,Narrow,A320,A319,319,11,1524,390144,715
2026-07,LA,JJ,CGH,NVT,Airbus,Narrow,A320,A320,320,129,22422,5740032,8385
2026-07,LA,JJ,CGH,POA,Airbus,Narrow,A320,A319,319,32,4394,2280486,3200
2026-07,LA,JJ,CGH,POA,Airbus,Narrow,A320,A320,320,241,41634,21608046,24090
2026-07,LA,JJ,CGH,RAO,Airbus,Narrow,A320,A319,319,12,1664,309504,720
2026-07,LA,JJ,CGH,RAO,Airbus,Narrow,A320,A320,320,39,6832,1270752,2340
2026-07,LA,JJ,CGH,REC,Airbus,Narrow,A320,A319,319,20,2774,3658906,3700
2026-07,LA,JJ,CGH,REC,Airbus,Narrow,A320,A320,320,131,22770,30033630,24170
2026-07,LA,JJ,CGH,SDU,Airbus,Narrow,A320,A319,319,589,80436,18339408,35415
2026-07,LA,JJ,CGH,SJP,Airbus,Narrow,A320,A319,319,3,416,108576,210
2026-07,LA,JJ,CGH,SJP,Airbus,Narrow,A320,A320,320,59,10350,2701350,4130
2026-07,LA,JJ,CGH,SLZ,Airbus,Narrow,A320,A320,320,23,4034,5873504,4830
2026-07,LA,JJ,CGH,SSA,Airbus,Narrow,A320,A319,319,56,7688,7049896,8120
2026-07,LA,JJ,CGH,SSA,Airbus,Narrow,A320,A320,320,169,29088,26673696,24505
2026-07,LA,JJ,CGH,THE,Airbus,Narrow,A320,A319,319,6,840,1092840,1260
2026-07,LA,JJ,CGH,THE,Airbus,Narrow,A320,A320,320,14,2430,3161430,2940
2026-07,LA,JJ,CGH,UDI,Airbus,Narrow,A320,A319,319,4,556,189596,320
2026-07,LA,JJ,CGH,UDI,Airbus,Narrow,A320,A320,320,53,9228,3146748,4240
2026-07,LA,JJ,CGH,UNA,Airbus,Narrow,A320,A320,320,1,180,136260,120
2026-07,LA,JJ,CGH,VIX,Airbus,Narrow,A320,A319,319,44,6116,2874520,3955
2026-07,LA,JJ,CGH,VIX,Airbus,Narrow,A320,A320,320,68,11938,5610860,6115
2026-07,LA,JJ,CGR,BSB,Airbus,Narrow,A320,A319,319,16,2226,1213170,1600
2026-07,LA,JJ,CGR,BSB,Airbus,Narrow,A320,A320,320,41,7150,3896750,3945
2026-07,LA,JJ,CGR,BSB,Airbus,Narrow,A320,A321,321,5,1088,592960,500
2026-07,LA,JJ,CGR,CGH,Airbus,Narrow,A320,A319,319,10,1384,772272,970
2026-07,LA,JJ,CGR,CGH,Airbus,Narrow,A320,A320,320,34,5934,3311172,3365
2026-07,LA,JJ,CGR,GRU,Airbus,Narrow,A320,A319,319,9,1236,697104,940
2026-07,LA,JJ,CGR,GRU,Airbus,Narrow,A320,A320,320,68,11768,6637152,6960
2026-07,LA,JJ,CGR,GRU,Airbus,Narrow,A320,A321,321,58,12602,7107528,5910
2026-07,LA,JJ,CLV,GRU,Airbus,Narrow,A320,A320,320,31,5412,2251392,2635
2026-07,LA,JJ,CNF,BPS,Airbus,Narrow,A320,A320,320,1,180,70020,75
2026-07,LA,JJ,CNF,BSB,Airbus,Narrow,A320,A319,319,1,140,51380,85
2026-07,LA,JJ,CNF,BSB,Airbus,Narrow,A320,A320,320,27,4712,1729304,2280
2026-07,LA,JJ,CNF,BSB,Airbus,Narrow,A320,A321,321,65,14230,5222410,5520
2026-07,LA,JJ,CNF,CGH,Airbus,Narrow,A320,A319,319,22,3036,986700,1750
2026-07,LA,JJ,CNF,CGH,Airbus,Narrow,A320,A320,320,194,33650,10936250,15730
2026-07,LA,JJ,CNF,FOR,Airbus,Narrow,A320,A320,320,3,518,595700,510
2026-07,LA,JJ,CNF,FOR,Airbus,Narrow,A320,A321,321,28,6118,7035700,4730
2026-07,LA,JJ,CNF,GRU,Airbus,Narrow,A320,A319,319,3,408,125256,240
2026-07,LA,JJ,CNF,GRU,Airbus,Narrow,A320,A320,320,105,18272,5609504,8535
2026-07,LA,JJ,CNF,GRU,Airbus,Narrow,A320,A321,321,72,15672,4811304,5810
2026-07,LA,JJ,CNF,POA,Airbus,Narrow,A320,A320,320,54,9440,7967360,7290
2026-07,LA,JJ,CNF,POA,Airbus,Narrow,A320,A321,321,8,1758,1483752,1080
2026-07,LA,JJ,COR,GRU,Airbus,Narrow,A320,A319,319,1,134,162810,185
2026-07,LA,JJ,COR,GRU,Airbus,Narrow,A320,A320,320,30,5172,6283980,5465
2026-07,LA,JJ,CPT,GRU,Boeing,Wide,B787,B787-9,789,13,3900,15416700,7020
2026-07,LA,JJ,CPV,BSB,Airbus,Narrow,A320,A319,319,6,828,832140,870
2026-07,LA,JJ,CPV,BSB,Airbus,Narrow,A320,A320,320,25,4340,4361700,3625
2026-07,LA,JJ,CWB,BSB,Airbus,Narrow,A320,A320,320,15,2620,1755400,1725
2026-07,LA,JJ,CWB,BSB,Airbus,Narrow,A320,A321,321,78,17048,11422160,8970
2026-07,LA,JJ,CWB,CGH,Airbus,Narrow,A320,A319,319,56,7706,1587436,3640
2026-07,LA,JJ,CWB,CGH,Airbus,Narrow,A320,A320,320,169,29290,6033740,10865
2026-07,LA,JJ,CWB,GIG,Airbus,Narrow,A320,A320,320,48,8330,3490270,4080
2026-07,LA,JJ,CWB,GIG,Airbus,Narrow,A320,A321,321,14,3042,1274598,1190
2026-07,LA,JJ,CWB,GRU,Airbus,Narrow,A320,A319,319,7,958,213634,505
2026-07,LA,JJ,CWB,GRU,Airbus,Narrow,A320,A320,320,81,13966,3114418,5970
2026-07,LA,JJ,CWB,GRU,Airbus,Narrow,A320,A321,321,95,20592,4592016,7085
2026-07,LA,JJ,CWB,IGU,Airbus,Narrow,A320,A319,319,3,418,141284,225
2026-07,LA,JJ,CWB,IGU,Airbus,Narrow,A320,A320,320,45,7750,2619500,3355
2026-07,LA,JJ,CWB,POA,Airbus,Narrow,A320,A320,320,57,9900,3276900,4275
2026-07,LA,JJ,CWB,POA,Airbus,Narrow,A320,A321,321,5,1088,360128,370
2026-07,LA,JJ,CXJ,GRU,Airbus,Narrow,A320,A319,319,3,412,202292,285
2026-07,LA,JJ,CXJ,GRU,Airbus,Narrow,A320,A320,320,28,4860,2386260,2685
2026-07,LA,JJ,DOU,GRU,Airbus,Narrow,A320,A319,319,4,554,302484,425
2026-07,LA,JJ,DOU,GRU,Airbus,Narrow,A320,A320,320,27,4740,2588040,2885
2026-07,LA,JJ,EZE,GRU,Airbus,Narrow,A320,A320,320,22,3810,4072890,3520
2026-07,LA,JJ,EZE,GRU,Airbus,Narrow,A320,A321,321,9,1948,2082412,1440
2026-07,LA,JJ,EZE,REC,Airbus,Narrow,A320,A320,320,4,686,1625820,1240
2026-07,LA,JJ,FCO,GRU,Boeing,Wide,B777,B777-300 Passenger,773,27,11070,64748430,19440
2026-07,LA,JJ,FCO,GRU,Boeing,Wide,B787,B787-9,789,3,900,5264100,2145
2026-07,LA,JJ,FEN,GRU,Airbus,Narrow,A320,A319,319,23,3120,5119920,5415
2026-07,LA,JJ,FLN,BSB,Airbus,Narrow,A320,A319,319,15,2084,1694292,2020
2026-07,LA,JJ,FLN,BSB,Airbus,Narrow,A320,A320,320,30,5240,4260120,3945
2026-07,LA,JJ,FLN,BSB,Airbus,Narrow,A320,A321,321,14,3070,2495910,1855
2026-07,LA,JJ,FLN,CGH,Airbus,Narrow,A320,A319,319,28,3862,1166324,1960
2026-07,LA,JJ,FLN,CGH,Airbus,Narrow,A320,A320,320,146,25408,7673216,10225
2026-07,LA,JJ,FLN,GRU,Airbus,Narrow,A320,A319,319,3,412,131428,265
2026-07,LA,JJ,FLN,GRU,Airbus,Narrow,A320,A320,320,84,14550,4641450,7305
2026-07,LA,JJ,FLN,GRU,Airbus,Narrow,A320,A321,321,73,15838,5052322,6175
2026-07,LA,JJ,FLN,POA,Airbus,Narrow,A320,A319,319,2,280,63000,130
2026-07,LA,JJ,FLN,POA,Airbus,Narrow,A320,A320,320,29,5080,1143000,1885
2026-07,LA,JJ,FOR,BEL,Airbus,Narrow,A320,A320,320,1,176,124256,120
2026-07,LA,JJ,FOR,BEL,Airbus,Narrow,A320,A321,321,30,6572,4639832,3600
2026-07,LA,JJ,FOR,BSB,Airbus,Narrow,A320,A319,319,4,556,582132,640
2026-07,LA,JJ,FOR,BSB,Airbus,Narrow,A320,A320,320,41,7156,7492332,6645
2026-07,LA,JJ,FOR,BSB,Airbus,Narrow,A320,A321,321,41,8960,9381120,6750
2026-07,LA,JJ,FOR,CGH,Airbus,Narrow,A320,A319,319,23,3174,4662606,5060
2026-07,LA,JJ,FOR,CGH,Airbus,Narrow,A320,A320,320,96,16620,24414780,21120
2026-07,LA,JJ,FOR,CNF,Airbus,Narrow,A320,A320,320,9,1572,1807800,1530
2026-07,LA,JJ,FOR,CNF,Airbus,Narrow,A320,A321,321,22,4802,5522300,3740
2026-07,LA,JJ,FOR,GIG,Airbus,Narrow,A320,A319,319,1,140,188440,205
2026-07,LA,JJ,FOR,GIG,Airbus,Narrow,A320,A320,320,60,10438,14049548,12175
2026-07,LA,JJ,FOR,GIG,Airbus,Narrow,A320,A321,321,32,6986,9403156,6525
2026-07,LA,JJ,FOR,GRU,Airbus,Narrow,A320,A319,319,1,140,203280,215
2026-07,LA,JJ,FOR,GRU,Airbus,Narrow,A320,A320,320,85,14694,21335688,18105
2026-07,LA,JJ,FOR,GRU,Airbus,Narrow,A320,A321,321,116,25092,36433584,24415
2026-07,LA,JJ,FOR,GRU,Boeing,Wide,B787,B787-9,789,14,4200,6098400,2965
2026-07,LA,JJ,FOR,JDO,Airbus,Narrow,A320,A320,320,12,2108,508028,710
2026-07,LA,JJ,FOR,JDO,Airbus,Narrow,A320,A321,321,6,1308,315228,360
2026-07,LA,JJ,FOR,LIS,Boeing,Wide,B787,B787-9,789,8,2400,8347200,3320
2026-07,LA,JJ,FOR,MAO,Airbus,Narrow,A320,A320,320,22,3810,5661660,4510
2026-07,LA,JJ,FOR,MAO,Airbus,Narrow,A320,A321,321,39,8484,12607224,7995
2026-07,LA,JJ,FOR,MIA,Boeing,Wide,B787,B787-9,789,5,1500,5187000,2150
2026-07,LA,JJ,FOR,NAT,Airbus,Narrow,A320,A320,320,1,174,44718,60
2026-07,LA,JJ,FOR,NAT,Airbus,Narrow,A320,A321,321,30,6548,1682836,1800
2026-07,LA,JJ,FOR,PHB,Airbus,Narrow,A320,A320,320,9,1564,358156,560
2026-07,LA,JJ,FOR,REC,Airbus,Narrow,A320,A319,319,9,1250,486250,675
2026-07,LA,JJ,FOR,REC,Airbus,Narrow,A320,A320,320,42,7306,2842034,3150
2026-07,LA,JJ,FOR,REC,Airbus,Narrow,A320,A321,321,11,2394,931266,825
2026-07,LA,JJ,FOR,SCL,Airbus,Narrow,A320,A320,320,4,696,2026056,1660
2026-07,LA,JJ,FOR,SLZ,Airbus,Narrow,A320,A320,320,17,2960,1189920,1360
2026-07,LA,JJ,FOR,SLZ,Airbus,Narrow,A320,A321,321,35,7660,3079320,2800
2026-07,LA,JJ,FOR,SSA,Airbus,Narrow,A320,A319,319,14,1944,1220832,1470
2026-07,LA,JJ,FOR,SSA,Airbus,Narrow,A320,A320,320,36,6292,3951376,3780
2026-07,LA,JJ,FOR,SSA,Airbus,Narrow,A320,A321,321,12,2618,1644104,1260
2026-07,LA,JJ,FOR,THE,Airbus,Narrow,A320,A319,319,2,268,82544,130
2026-07,LA,JJ,FOR,THE,Airbus,Narrow,A320,A320,320,13,2262,696696,845
2026-07,LA,JJ,FOR,THE,Airbus,Narrow,A320,A321,321,39,8474,2609992,2535
2026-07,LA,JJ,FRA,GRU,Boeing,Wide,B777,B777-300 Passenger,773,31,12710,77213250,22475
2026-07,LA,JJ,GIG,AEP,Airbus,Narrow,A320,A320,320,31,5346,6543504,6045
2026-07,LA,JJ,GIG,BPS,Airbus,Narrow,A320,A319,319,3,408,210120,285
2026-07,LA,JJ,GIG,BPS,Airbus,Narrow,A320,A320,320,22,3812,1963180,2090
2026-07,LA,JJ,GIG,BPS,Airbus,Narrow,A320,A321,321,6,1294,666410,570
2026-07,LA,JJ,GIG,BSB,Airbus,Narrow,A320,A319,319,5,692,392364,550
2026-07,LA,JJ,GIG,BSB,Airbus,Narrow,A320,A320,320,60,10450,5925150,6515
2026-07,LA,JJ,GIG,BSB,Airbus,Narrow,A320,A321,321,28,6114,3466638,3040
2026-07,LA,JJ,GIG,CWB,Airbus,Narrow,A320,A320,320,41,7188,3011772,3250
2026-07,LA,JJ,GIG,CWB,Airbus,Narrow,A320,A321,321,21,4592,1924048,1705
2026-07,LA,JJ,GIG,FOR,Airbus,Narrow,A320,A320,320,74,12884,17341864,14540
2026-07,LA,JJ,GIG,FOR,Airbus,Narrow,A320,A321,321,19,4148,5583208,3740
2026-07,LA,JJ,GIG,GRU,Airbus,Narrow,A320,A319,319,2,272,57120,150
2026-07,LA,JJ,GIG,GRU,Airbus,Narrow,A320,A320,320,150,25906,5440260,10710
2026-07,LA,JJ,GIG,GRU,Airbus,Narrow,A320,A321,321,86,18664,3919440,6250
2026-07,LA,JJ,GIG,IGU,Airbus,Narrow,A320,A321,321,31,6784,5020160,4185
2026-07,LA,JJ,GIG,JPA,Airbus,Narrow,A320,A320,320,10,1722,2083620,1800
2026-07,LA,JJ,GIG,JPA,Airbus,Narrow,A320,A321,321,3,656,793760,540
2026-07,LA,JJ,GIG,MAO,Airbus,Narrow,A320,A320,320,13,2258,3985370,3280
2026-07,LA,JJ,GIG,MAO,Airbus,Narrow,A320,A321,321,9,1962,3462930,2265
2026-07,LA,JJ,GIG,POA,Airbus,Narrow,A320,A320,320,92,15982,11139454,11410
2026-07,LA,JJ,GIG,POA,Airbus,Narrow,A320,A321,321,15,3290,2293130,1880
2026-07,LA,JJ,GIG,SLZ,Airbus,Narrow,A320,A320,320,18,3154,4390368,3490
2026-07,LA,JJ,GIG,SLZ,Airbus,Narrow,A320,A321,321,5,1096,1525632,975
2026-07,LA,JJ,GIG,SSA,Airbus,Narrow,A320,A320,320,58,10004,7533012,6985
2026-07,LA,JJ,GIG,SSA,Airbus,Narrow,A320,A321,321,4,860,647580,475
2026-07,LA,JJ,GIG,VIX,Airbus,Narrow,A320,A320,320,80,13946,3598068,5200
2026-07,LA,JJ,GIG,VIX,Airbus,Narrow,A320,A321,321,13,2848,734784,805
2026-07,LA,JJ,GRU,AEP,Airbus,Narrow,A320,A320,320,182,31398,33030696,32980
2026-07,LA,JJ,GRU,AJU,Airbus,Narrow,A320,A319,319,1,134,141772,155
2026-07,LA,JJ,GRU,AJU,Airbus,Narrow,A320,A320,320,20,3462,3662796,3095
2026-07,LA,JJ,GRU,AJU,Airbus,Narrow,A320,A321,321,65,14178,15000324,10065
2026-07,LA,JJ,GRU,AMS,Boeing,Wide,B787,B787-9,789,26,7800,47260200,18540
2026-07,LA,JJ,GRU,BCN,Boeing,Wide,B777,B777-300 Passenger,773,12,4920,26730360,7560
2026-07,LA,JJ,GRU,BCN,Boeing,Wide,B787,B787-9,789,18,5400,29338200,11275
2026-07,LA,JJ,GRU,BEL,Airbus,Narrow,A320,A320,320,50,8658,13177476,10945
2026-07,LA,JJ,GRU,BEL,Airbus,Narrow,A320,A321,321,97,20918,31837196,21315
2026-07,LA,JJ,GRU,BOS,Boeing,Wide,B787,B787-9,789,18,5400,25866000,10620
2026-07,LA,JJ,GRU,BPS,Airbus,Narrow,A320,A320,320,49,8536,5804480,5385
2026-07,LA,JJ,GRU,BPS,Airbus,Narrow,A320,A321,321,58,12622,8582960,6380
2026-07,LA,JJ,GRU,BRC,Airbus,Narrow,A320,A321,321,44,9582,18004578,12320
2026-07,LA,JJ,GRU,BRU,Boeing,Wide,B787,B787-9,789,13,3900,23333700,9120
2026-07,LA,JJ,GRU,BSB,Airbus,Narrow,A320,A319,319,9,1226,648554,910
2026-07,LA,JJ,GRU,BSB,Airbus,Narrow,A320,A320,320,75,12908,6828332,7595
2026-07,LA,JJ,GRU,BSB,Airbus,Narrow,A320,A321,321,94,20354,10767266,9575
2026-07,LA,JJ,GRU,BVB,Airbus,Narrow,A320,A320,320,10,1752,3579336,2670
2026-07,LA,JJ,GRU,BVB,Airbus,Narrow,A320,A321,321,8,1758,3591594,2120
2026-07,LA,JJ,GRU,BYO,Airbus,Narrow,A320,A320,320,9,1580,1038060,1080
2026-07,LA,JJ,GRU,CAC,Airbus,Narrow,A320,A319,319,5,696,318072,475
2026-07,LA,JJ,GRU,CAC,Airbus,Narrow,A320,A320,320,49,8542,3903694,4670
