report_source,Mkt Al,Op Al,Orig,Dest,Manu,Type,Aircraft Family,Aircraft Type,Equip,Flights,Seats,ASMs,Block Mins
2026-06,LA,JJ,VCP,BSB,Airbus,Narrow,A320,A320,320,64,"11,140","5,503,160","6,190"
2026-06,LA,JJ,VCP,BSB,Airbus,Narrow,A320,A321,321,5,"1,092","539,448",490
2026-06,LA,JJ,VDC,GRU,Airbus,Narrow,A320,A319,319,2,274,"189,060",240
2026-06,LA,JJ,VDC,GRU,Airbus,Narrow,A320,A320,320,21,"3,682","2,540,580","2,520"
2026-06,LA,JJ,VDC,GRU,Airbus,Narrow,A320,A321,321,37,"8,070","5,568,300","4,435"
2026-06,LA,JJ,VIX,BSB,Airbus,Narrow,A320,A320,320,29,"5,020","2,941,720","3,190"
2026-06,LA,JJ,VIX,BSB,Airbus,Narrow,A320,A321,321,25,"5,424","3,178,464","2,750"
2026-06,LA,JJ,VIX,CGH,Airbus,Narrow,A320,A319,319,22,"3,016","1,417,520","2,200"
2026-06,LA,JJ,VIX,CGH,Airbus,Narrow,A320,A320,320,81,"13,990","6,575,300","8,100"
2026-06,LA,JJ,VIX,GIG,Airbus,Narrow,A320,A319,319,3,414,"106,812",205
2026-06,LA,JJ,VIX,GIG,Airbus,Narrow,A320,A320,320,76,"13,150","3,392,700","5,070"
2026-06,LA,JJ,VIX,GIG,Airbus,Narrow,A320,A321,321,2,432,"111,456",135
2026-06,LA,JJ,VIX,GRU,Airbus,Narrow,A320,A319,319,12,"1,654","749,262","1,105"
2026-06,LA,JJ,VIX,GRU,Airbus,Narrow,A320,A320,320,55,"9,540","4,321,620","5,380"
2026-06,LA,JJ,VIX,GRU,Airbus,Narrow,A320,A321,321,79,"17,160","7,773,480","7,840"
2026-06,LA,JJ,XAP,GRU,Airbus,Narrow,A320,A319,319,8,"1,092","502,320",765
2026-06,LA,JJ,XAP,GRU,Airbus,Narrow,A320,A320,320,76,"13,142","6,045,320","7,380"
2026-06,LA,LA,AEP,SCL,Airbus,Narrow,A320,A320,320,98,"16,876","12,049,464","14,098"
2026-06,LA,LA,AKL,SCL,Boeing,Wide,B787,B787-8,788,6,"1,626","9,773,886","3,930"
2026-06,LA,LA,AKL,SCL,Boeing,Wide,B787,B787-9,789,7,"2,100","12,623,100","4,585"
2026-06,LA,LA,ANF,CCP,Airbus,Narrow,A320,A320,320,14,"2,466","2,298,312","2,038"
2026-06,LA,LA,ANF,CCP,Airbus,Narrow,A320,A321,321,27,"5,978","5,571,496","3,939"
2026-06,LA,LA,ANF,SCL,Airbus,Narrow,A320,A320,320,82,"14,232","9,748,920","9,422"
2026-06,LA,LA,ANF,SCL,Airbus,Narrow,A320,A321,321,149,"32,484","22,251,540","17,120"
2026-06,LA,LA,ARI,SCL,Airbus,Narrow,A320,A320,320,23,"4,006","4,154,222","3,524"
2026-06,LA,LA,ARI,SCL,Airbus,Narrow,A320,A321,321,45,"9,858","10,222,746","6,889"
2026-06,LA,LA,BBA,PMC,Airbus,Narrow,A320,A320,320,2,348,"110,316",136
2026-06,LA,LA,BBA,SCL,Airbus,Narrow,A320,A320,320,10,"1,724","1,492,984","1,430"
2026-06,LA,LA,BOG,SCL,Boeing,Wide,B787,B787-8,788,29,"7,859","20,661,311","10,180"
2026-06,LA,LA,BOG,SCL,Boeing,Wide,B787,B787-9,789,7,"2,128","5,594,512","2,480"
2026-06,LA,LA,BSB,SCL,Airbus,Narrow,A320,A320,320,15,"2,558","4,780,902","4,350"
2026-06,LA,LA,BSB,SCL,Airbus,Narrow,A320,A321,321,1,214,"399,966",290
2026-06,LA,LA,CCP,ANF,Airbus,Narrow,A320,A320,320,14,"2,472","2,303,904","2,015"
2026-06,LA,LA,CCP,ANF,Airbus,Narrow,A320,A321,321,27,"5,996","5,588,272","3,880"
2026-06,LA,LA,CCP,CJC,Airbus,Narrow,A320,A320,320,1,176,"178,640",152
2026-06,LA,LA,CCP,CJC,Airbus,Narrow,A320,A321,321,27,"5,934","6,023,010","4,114"
2026-06,LA,LA,CCP,SCL,Airbus,Narrow,A320,A320,320,38,"6,626","1,769,142","2,584"
2026-06,LA,LA,CCP,SCL,Airbus,Narrow,A320,A321,321,109,"23,800","6,354,600","7,435"
2026-06,LA,LA,CJC,ANF,Airbus,Narrow,A320,A321,321,6,"1,344","157,248",294
2026-06,LA,LA,CJC,CCP,Airbus,Narrow,A320,A320,320,1,174,"176,610",156
2026-06,LA,LA,CJC,CCP,Airbus,Narrow,A320,A321,321,27,"5,938","6,027,070","4,268"
2026-06,LA,LA,CJC,SCL,Airbus,Narrow,A320,A320,320,55,"9,704","7,365,336","6,881"
2026-06,LA,LA,CJC,SCL,Airbus,Narrow,A320,A321,321,179,"39,198","29,751,282","22,430"
2026-06,LA,LA,CNF,SCL,Airbus,Narrow,A320,A320,320,21,"3,642","6,930,726","6,300"
2026-06,LA,LA,COR,SCL,Airbus,Narrow,A320,A320,320,30,"5,192","2,133,912","2,599"
2026-06,LA,LA,CPO,SCL,Airbus,Narrow,A320,A320,320,35,"6,056","2,543,520","2,726"
2026-06,LA,LA,CPO,SCL,Airbus,Narrow,A320,A321,321,59,"12,806","5,378,520","4,586"
2026-06,LA,LA,CUN,MIA,Boeing,Wide,B787,B787-8,788,4,"1,084","575,604",420
2026-06,LA,LA,CUN,SCL,Boeing,Wide,B787,B787-8,788,3,813,"3,162,570","1,380"
2026-06,LA,LA,CUN,SCL,Boeing,Wide,B787,B787-9,789,1,300,"1,167,000",460
2026-06,LA,LA,CWB,SCL,Airbus,Narrow,A320,A320,320,15,"2,582","3,632,874","3,450"
2026-06,LA,LA,EZE,MIA,Boeing,Wide,B787,B787-8,788,38,"10,298","45,362,690","20,610"
2026-06,LA,LA,EZE,MIA,Boeing,Wide,B787,B787-9,789,3,900,"3,964,500","1,625"
2026-06,LA,LA,EZE,SCL,Airbus,Narrow,A320,A320,320,3,516,"365,844",429
2026-06,LA,LA,EZE,SCL,Airbus,Narrow,A320,A321,321,1,216,"153,144",143
2026-06,LA,LA,EZE,SCL,Boeing,Wide,B787,B787-8,788,38,"10,298","7,301,282","4,990"
2026-06,LA,LA,EZE,SCL,Boeing,Wide,B787,B787-9,789,3,912,"646,608",395
2026-06,LA,LA,FLN,SCL,Airbus,Narrow,A320,A320,320,42,"7,348","10,140,240","9,425"
2026-06,LA,LA,FLN,SCL,Airbus,Narrow,A320,A321,321,8,"1,748","2,412,240","1,770"
2026-06,LA,LA,GIG,SCL,Airbus,Narrow,A320,A320,320,76,"13,164","24,024,300","22,010"
2026-06,LA,LA,GRU,MAD,Boeing,Wide,B787,B787-9,789,30,"8,932","46,366,012","18,150"
2026-06,LA,LA,GRU,MVD,Airbus,Narrow,A320,A320,320,2,344,"335,056",320
2026-06,LA,LA,GRU,MVD,Airbus,Narrow,A320,A321,321,28,"6,048","5,890,752","4,480"
2026-06,LA,LA,GRU,SCL,Airbus,Narrow,A320,A320,320,73,"12,556","20,416,056","18,980"
2026-06,LA,LA,GRU,SCL,Airbus,Narrow,A320,A321,321,92,"19,872","32,311,872","23,920"
2026-06,LA,LA,GRU,SCL,Boeing,Wide,B787,B787-9,789,30,"9,120","14,829,120","7,815"
2026-06,LA,LA,IPC,SCL,Boeing,Wide,B787,B787-8,788,21,"5,691","13,294,176","5,750"
2026-06,LA,LA,IPC,SCL,Boeing,Wide,B787,B787-9,789,30,"9,000","21,024,000","8,250"
2026-06,LA,LA,IQQ,SCL,Airbus,Narrow,A320,A320,320,109,"18,998","17,231,186","14,739"
2026-06,LA,LA,IQQ,SCL,Airbus,Narrow,A320,A321,321,71,"15,456","14,018,592","9,586"
2026-06,LA,LA,JFK,SCL,Boeing,Wide,B787,B787-8,788,23,"6,233","31,763,368","14,605"
2026-06,LA,LA,JFK,SCL,Boeing,Wide,B787,B787-9,789,7,"2,100","10,701,600","4,445"
2026-06,LA,LA,LAX,SCL,Boeing,Wide,B787,B787-8,788,20,"5,420","30,183,980","12,800"
2026-06,LA,LA,LAX,SCL,Boeing,Wide,B787,B787-9,789,1,300,"1,670,700",640
2026-06,LA,LA,LIM,SCL,Airbus,Narrow,A320,A320,320,158,"26,980","41,117,520","33,830"
2026-06,LA,LA,LIM,SCL,Airbus,Narrow,A320,A321,321,9,"1,928","2,938,272","1,925"
2026-06,LA,LA,LPB,VVI,Airbus,Narrow,A320,A320,320,8,"1,376","473,344",584
2026-06,LA,LA,LSC,ANF,Airbus,Narrow,A320,A321,321,2,448,"200,704",156
2026-06,LA,LA,LSC,SCL,Airbus,Narrow,A320,A320,320,62,"10,796","2,601,836","3,456"
2026-06,LA,LA,LSC,SCL,Airbus,Narrow,A320,A321,321,62,"13,518","3,257,838","3,457"
2026-06,LA,LA,MAD,GRU,Boeing,Wide,B787,B787-9,789,30,"8,932","46,366,012","19,050"
2026-06,LA,LA,MAD,SCL,Boeing,Wide,B787,B787-8,788,11,"2,981","19,814,707","8,800"
2026-06,LA,LA,MAD,SCL,Boeing,Wide,B787,B787-9,789,40,"12,000","79,764,000","32,150"
2026-06,LA,LA,MDZ,SCL,Airbus,Narrow,A320,A320,320,43,"7,392","901,824","2,554"
2026-06,LA,LA,MEL,SCL,Boeing,Wide,B787,B787-9,789,25,"7,500","52,755,000","18,875"
2026-06,LA,LA,MHC,SCL,Airbus,Narrow,A320,A320,320,13,"2,282","1,455,916","1,409"
2026-06,LA,LA,MHC,SCL,Airbus,Narrow,A320,A321,321,4,880,"561,440",432
2026-06,LA,LA,MIA,CUN,Boeing,Wide,B787,B787-8,788,3,813,"431,703",375
2026-06,LA,LA,MIA,CUN,Boeing,Wide,B787,B787-9,789,1,300,"159,300",125
2026-06,LA,LA,MIA,EZE,Boeing,Wide,B787,B787-8,788,38,"10,298","45,362,690","20,170"
2026-06,LA,LA,MIA,EZE,Boeing,Wide,B787,B787-9,789,3,900,"3,964,500","1,585"
2026-06,LA,LA,MIA,PUJ,Boeing,Wide,B787,B787-8,788,4,"1,084","986,440",580
2026-06,LA,LA,MIA,PUJ,Boeing,Wide,B787,B787-9,789,4,"1,200","1,092,000",580
2026-06,LA,LA,MIA,SCL,Boeing,Wide,B787,B787-8,788,22,"5,962","24,545,554","10,780"
2026-06,LA,LA,MIA,SCL,Boeing,Wide,B787,B787-9,789,25,"7,500","30,877,500","12,245"
2026-06,LA,LA,MPN,PUQ,Airbus,Narrow,A320,A320,320,3,516,"274,512",298
2026-06,LA,LA,MPN,RGL,Airbus,Narrow,A320,A320,320,1,172,"80,496",89
2026-06,LA,LA,MVD,GRU,Airbus,Narrow,A320,A320,320,2,344,"335,056",320
2026-06,LA,LA,MVD,GRU,Airbus,Narrow,A320,A321,321,28,"6,048","5,890,752","4,480"
2026-06,LA,LA,MVD,SCL,Airbus,Narrow,A320,A320,320,37,"6,372","5,422,572","5,832"
2026-06,LA,LA,MVD,SCL,Airbus,Narrow,A320,A321,321,15,"3,240","2,757,240","2,362"
2026-06,LA,LA,NQN,SCL,Airbus,Narrow,A320,A320,320,17,"2,960","1,216,560","1,394"
2026-06,LA,LA,PMC,BBA,Airbus,Narrow,A320,A320,320,2,348,"110,316",132
2026-06,LA,LA,PMC,SCL,Airbus,Narrow,A320,A320,320,31,"5,398","3,071,462","3,226"
2026-06,LA,LA,PMC,SCL,Airbus,Narrow,A320,A321,321,58,"12,646","7,195,574","6,033"
2026-06,LA,LA,POA,SCL,Airbus,Narrow,A320,A320,320,16,"2,744","3,229,688","3,360"
2026-06,LA,LA,POA,SCL,Airbus,Narrow,A320,A321,321,4,860,"1,012,220",840
2026-06,LA,LA,PUJ,MIA,Boeing,Wide,B787,B787-8,788,8,"2,168","1,972,880","1,240"
2026-06,LA,LA,PUJ,SCL,Boeing,Wide,B787,B787-8,788,4,"1,084","3,876,384","1,760"
2026-06,LA,LA,PUJ,SCL,Boeing,Wide,B787,B787-9,789,4,"1,200","4,291,200","1,760"
2026-06,LA,LA,PUQ,MPN,Airbus,Narrow,A320,A320,320,3,516,"274,512",297
2026-06,LA,LA,PUQ,PMC,Airbus,Narrow,A320,A320,320,3,522,"424,908",399
2026-06,LA,LA,PUQ,PMC,Airbus,Narrow,A320,A321,321,5,"1,090","887,260",665
2026-06,LA,LA,PUQ,RGL,Airbus,Narrow,A320,A320,320,1,172,"21,156",62
2026-06,LA,LA,PUQ,SCL,Airbus,Narrow,A320,A320,320,30,"5,182","7,063,066","6,234"
2026-06,LA,LA,PUQ,SCL,Airbus,Narrow,A320,A321,321,50,"10,830","14,761,290","10,408"
2026-06,LA,LA,REC,SCL,Airbus,Narrow,A320,A320,320,7,"1,218","3,499,314","2,800"
2026-06,LA,LA,RGL,MPN,Airbus,Narrow,A320,A320,320,1,174,"81,432",83
2026-06,LA,LA,RGL,PUQ,Airbus,Narrow,A320,A320,320,1,172,"21,156",55
2026-06,LA,LA,SCL,AEP,Airbus,Narrow,A320,A320,320,98,"16,856","12,035,184","12,054"
2026-06,LA,LA,SCL,AKL,Boeing,Wide,B787,B787-8,788,6,"1,626","9,773,886","4,560"
2026-06,LA,LA,SCL,AKL,Boeing,Wide,B787,B787-9,789,7,"2,100","12,623,100","5,320"
2026-06,LA,LA,SCL,ANF,Airbus,Narrow,A320,A320,320,85,"14,678","10,054,430","10,455"
2026-06,LA,LA,SCL,ANF,Airbus,Narrow,A320,A321,321,155,"33,732","23,106,420","19,065"
2026-06,LA,LA,SCL,ARI,Airbus,Narrow,A320,A320,320,25,"4,356","4,517,172","4,000"
2026-06,LA,LA,SCL,ARI,Airbus,Narrow,A320,A321,321,49,"10,712","11,108,344","7,837"
2026-06,LA,LA,SCL,BBA,Airbus,Narrow,A320,A320,320,10,"1,716","1,486,056","1,440"
2026-06,LA,LA,SCL,BOG,Boeing,Wide,B787,B787-8,788,29,"7,859","20,661,311","10,645"
2026-06,LA,LA,SCL,BOG,Boeing,Wide,B787,B787-9,789,6,"1,824","4,795,296","2,230"
2026-06,LA,LA,SCL,BSB,Airbus,Narrow,A320,A320,320,16,"2,784","5,203,296","4,000"
2026-06,LA,LA,SCL,BSB,Airbus,Narrow,A320,A321,321,1,218,"407,442",250
2026-06,LA,LA,SCL,CCP,Airbus,Narrow,A320,A320,320,51,"8,908","2,378,436","3,539"
2026-06,LA,LA,SCL,CCP,Airbus,Narrow,A320,A321,321,117,"25,588","6,831,996","8,114"
2026-06,LA,LA,SCL,CJC,Airbus,Narrow,A320,A320,320,54,"9,526","7,230,234","6,986"
2026-06,LA,LA,SCL,CJC,Airbus,Narrow,A320,A321,321,196,"42,788","32,476,092","25,367"
2026-06,LA,LA,SCL,CNF,Airbus,Narrow,A320,A320,320,22,"3,800","7,231,400","5,744"
2026-06,LA,LA,SCL,COR,Airbus,Narrow,A320,A320,320,30,"5,204","2,138,844","2,807"
2026-06,LA,LA,SCL,CPO,Airbus,Narrow,A320,A320,320,38,"6,640","2,788,800","3,476"
2026-06,LA,LA,SCL,CPO,Airbus,Narrow,A320,A321,321,65,"14,194","5,961,480","5,948"
2026-06,LA,LA,SCL,CUN,Boeing,Wide,B787,B787-8,788,4,"1,084","4,216,760","1,980"
2026-06,LA,LA,SCL,CWB,Airbus,Narrow,A320,A320,320,15,"2,582","3,632,874","2,925"
2026-06,LA,LA,SCL,EZE,Airbus,Narrow,A320,A320,320,3,516,"365,844",363
2026-06,LA,LA,SCL,EZE,Airbus,Narrow,A320,A321,321,1,216,"153,144",121
2026-06,LA,LA,SCL,EZE,Boeing,Wide,B787,B787-8,788,38,"10,298","7,301,282","4,560"
2026-06,LA,LA,SCL,EZE,Boeing,Wide,B787,B787-9,789,3,912,"646,608",360
2026-06,LA,LA,SCL,FLN,Airbus,Narrow,A320,A320,320,42,"7,344","10,134,720","8,380"
2026-06,LA,LA,SCL,FLN,Airbus,Narrow,A320,A321,321,8,"1,738","2,398,440","1,580"
2026-06,LA,LA,SCL,GIG,Airbus,Narrow,A320,A320,320,77,"13,266","24,210,450","19,250"
2026-06,LA,LA,SCL,GRU,Airbus,Narrow,A320,A320,320,75,"12,908","20,988,408","17,600"
2026-06,LA,LA,SCL,GRU,Airbus,Narrow,A320,A321,321,91,"19,660","31,967,160","21,510"
2026-06,LA,LA,SCL,GRU,Boeing,Wide,B787,B787-9,789,30,"9,120","14,829,120","6,750"
2026-06,LA,LA,SCL,IPC,Boeing,Wide,B787,B787-8,788,21,"5,691","13,294,176","7,010"
2026-06,LA,LA,SCL,IPC,Boeing,Wide,B787,B787-9,789,30,"9,000","21,024,000","10,050"
2026-06,LA,LA,SCL,IQQ,Airbus,Narrow,A320,A320,320,109,"18,976","17,211,232","15,934"
2026-06,LA,LA,SCL,IQQ,Airbus,Narrow,A320,A321,321,67,"14,578","13,222,246","9,783"
2026-06,LA,LA,SCL,JFK,Boeing,Wide,B787,B787-8,788,23,"6,233","31,763,368","14,605"
2026-06,LA,LA,SCL,JFK,Boeing,Wide,B787,B787-9,789,7,"2,100","10,701,600","4,445"
2026-06,LA,LA,SCL,LAX,Boeing,Wide,B787,B787-8,788,19,"5,149","28,674,781","12,920"
2026-06,LA,LA,SCL,LAX,Boeing,Wide,B787,B787-9,789,1,300,"1,670,700",680
2026-06,LA,LA,SCL,LIM,Airbus,Narrow,A320,A320,320,158,"26,974","41,108,376","37,130"
2026-06,LA,LA,SCL,LIM,Airbus,Narrow,A320,A321,321,9,"1,940","2,956,560","2,115"
2026-06,LA,LA,SCL,LPB,Airbus,Narrow,A320,A320,320,8,"1,376","1,614,048","1,432"
2026-06,LA,LA,SCL,LSC,Airbus,Narrow,A320,A320,320,62,"10,790","2,600,390","4,232"
2026-06,LA,LA,SCL,LSC,Airbus,Narrow,A320,A321,321,64,"13,960","3,364,360","4,378"
2026-06,LA,LA,SCL,MAD,Boeing,Wide,B787,B787-8,788,13,"3,523","23,417,381","10,075"
2026-06,LA,LA,SCL,MAD,Boeing,Wide,B787,B787-9,789,39,"11,700","77,769,900","30,225"
2026-06,LA,LA,SCL,MDZ,Airbus,Narrow,A320,A320,320,43,"7,450","908,900","2,821"
2026-06,LA,LA,SCL,MEL,Boeing,Wide,B787,B787-9,789,25,"7,500","52,755,000","21,875"
2026-06,LA,LA,SCL,MHC,Airbus,Narrow,A320,A320,320,13,"2,270","1,448,260","1,520"
2026-06,LA,LA,SCL,MHC,Airbus,Narrow,A320,A321,321,4,880,"561,440",470
2026-06,LA,LA,SCL,MIA,Boeing,Wide,B787,B787-8,788,16,"4,336","17,851,312","8,240"
2026-06,LA,LA,SCL,MIA,Boeing,Wide,B787,B787-9,789,31,"9,348","38,485,716","15,965"
2026-06,LA,LA,SCL,MVD,Airbus,Narrow,A320,A320,320,37,"6,368","5,419,168","5,106"
2026-06,LA,LA,SCL,MVD,Airbus,Narrow,A320,A321,321,15,"3,240","2,757,240","2,070"
2026-06,LA,LA,SCL,NQN,Airbus,Narrow,A320,A320,320,17,"2,958","1,215,738","1,513"
2026-06,LA,LA,SCL,PMC,Airbus,Narrow,A320,A320,320,29,"5,052","2,874,588","3,074"
2026-06,LA,LA,SCL,PMC,Airbus,Narrow,A320,A321,321,50,"10,900","6,202,100","5,300"
2026-06,LA,LA,SCL,POA,Airbus,Narrow,A320,A320,320,16,"2,784","3,276,768","3,200"
2026-06,LA,LA,SCL,POA,Airbus,Narrow,A320,A321,321,4,872,"1,026,344",800
2026-06,LA,LA,SCL,PUJ,Boeing,Wide,B787,B787-8,788,8,"2,168","7,752,768","3,680"
2026-06,LA,LA,SCL,PUQ,Airbus,Narrow,A320,A320,320,33,"5,684","7,747,292","6,854"
2026-06,LA,LA,SCL,PUQ,Airbus,Narrow,A320,A321,321,49,"10,596","14,442,348","10,181"
2026-06,LA,LA,SCL,REC,Airbus,Narrow,A320,A320,320,7,"1,218","3,499,314","2,765"
2026-06,LA,LA,SCL,SYD,Boeing,Wide,B787,B787-9,789,30,"9,000","63,549,000","27,450"
2026-06,LA,LA,SCL,VVI,Airbus,Narrow,A320,A320,320,4,696,"823,368",800
2026-06,LA,LA,SCL,ZAL,Airbus,Narrow,A320,A320,320,5,878,"405,636",479
2026-06,LA,LA,SCL,ZAL,Airbus,Narrow,A320,A321,321,12,"2,634","1,216,908","1,157"
2026-06,LA,LA,SCL,ZCO,Airbus,Narrow,A320,A320,320,70,"12,196","4,695,460","6,011"
2026-06,LA,LA,SCL,ZCO,Airbus,Narrow,A320,A321,321,100,"21,790","8,389,150","8,567"
2026-06,LA,LA,SCL,ZOS,Airbus,Narrow,A320,A320,320,11,"1,918","983,934","1,111"
2026-06,LA,LA,SCL,ZOS,Airbus,Narrow,A320,A321,321,8,"1,746","895,698",808
2026-06,LA,LA,SYD,SCL,Boeing,Wide,B787,B787-9,789,30,"9,000","63,549,000","22,950"
2026-06,LA,LA,VVI,SCL,Airbus,Narrow,A320,A320,320,12,"2,072","2,451,176","2,268"
2026-06,LA,LA,ZAL,SCL,Airbus,Narrow,A320,A320,320,5,870,"401,940",453
2026-06,LA,LA,ZAL,SCL,Airbus,Narrow,A320,A321,321,12,"2,624","1,212,288","1,096"
2026-06,LA,LA,ZCO,SCL,Airbus,Narrow,A320,A320,320,64,"11,134","4,286,590","5,323"
2026-06,LA,LA,ZCO,SCL,Airbus,Narrow,A320,A321,321,99,"21,580","8,308,300","8,231"
2026-06,LA,LA,ZOS,SCL,Airbus,Narrow,A320,A320,320,11,"1,902","975,726","1,087"
2026-06,LA,LA,ZOS,SCL,Airbus,Narrow,A320,A321,321,8,"1,750","897,750",789
2026-07,LA,JJ,AEP,GIG,Airbus,Narrow,A320,A320,320,31,5344,6541056,5270
2026-07,LA,JJ,AEP,GRU,Airbus,Narrow,A320,A320,320,182,31404,33037008,29275
2026-07,LA,JJ,AEP,POA,Airbus,Narrow,A320,A320,320,14,2438,1287264,1260
2026-07,LA,JJ,AJU,BSB,Airbus,Narrow,A320,A320,320,9,1556,1251024,1215
2026-07,LA,JJ,AJU,BSB,Airbus,Narrow,A320,A321,321,26,5674,4561896,3510
2026-07,LA,JJ,AJU,CGH,Airbus,Narrow,A320,A319,319,2,274,294550,340
2026-07,LA,JJ,AJU,CGH,Airbus,Narrow,A320,A320,320,6,1050,1128750,1020
2026-07,LA,JJ,AJU,GRU,Airbus,Narrow,A320,A319,319,1,136,143888,160
2026-07,LA,JJ,AJU,GRU,Airbus,Narrow,A320,A320,320,20,3470,3671260,3310
2026-07,LA,JJ,AJU,GRU,Airbus,Narrow,A320,A321,321,66,14384,15218272,10995
2026-07,LA,JJ,AMS,GRU,Boeing,Wide,B787,B787-9,789,26,7800,47260200,19385
2026-07,LA,JJ,BCN,GRU,Boeing,Wide,B777,B777-300 Passenger,773,12,4920,26730360,7920
2026-07,LA,JJ,BCN,GRU,Boeing,Wide,B787,B787-9,789,18,5400,29338200,11830
2026-07,LA,JJ,BEL,BSB,Airbus,Narrow,A320,A320,320,17,2930,2918280,2710
2026-07,LA,JJ,BEL,BSB,Airbus,Narrow,A320,A321,321,45,9816,9776736,7055
2026-07,LA,JJ,BEL,FOR,Airbus,Narrow,A320,A321,321,31,6780,4786680,3720
2026-07,LA,JJ,BEL,GRU,Airbus,Narrow,A320,A320,320,49,8440,12845680,10790
2026-07,LA,JJ,BEL,GRU,Airbus,Narrow,A320,A321,321,98,21178,32232916,21660
2026-07,LA,JJ,BEL,MAO,Airbus,Narrow,A320,A320,320,4,694,560752,520
2026-07,LA,JJ,BEL,MAO,Airbus,Narrow,A320,A321,321,4,866,699728,520
2026-07,LA,JJ,BEL,MCP,Airbus,Narrow,A320,A320,320,37,6456,1317024,2035
2026-07,LA,JJ,BOS,GRU,Boeing,Wide,B787,B787-9,789,18,5400,25866000,10455
2026-07,LA,JJ,BPS,BSB,Airbus,Narrow,A320,A319,319,5,692,406896,510
2026-07,LA,JJ,BPS,BSB,Airbus,Narrow,A320,A320,320,16,2786,1638168,1760
2026-07,LA,JJ,BPS,BSB,Airbus,Narrow,A320,A321,321,14,3062,1800456,1540
2026-07,LA,JJ,BPS,CGH,Airbus,Narrow,A320,A319,319,7,962,671476,855
2026-07,LA,JJ,BPS,CGH,Airbus,Narrow,A320,A320,320,82,14300,9981400,10440
2026-07,LA,JJ,BPS,CNF,Airbus,Narrow,A320,A320,320,1,180,70020,75
2026-07,LA,JJ,BPS,GIG,Airbus,Narrow,A320,A319,319,1,138,71070,95
2026-07,LA,JJ,BPS,GIG,Airbus,Narrow,A320,A320,320,25,4322,2225830,2375
2026-07,LA,JJ,BPS,GIG,Airbus,Narrow,A320,A321,321,5,1070,551050,475
2026-07,LA,JJ,BPS,GRU,Airbus,Narrow,A320,A319,319,2,274,186320,250
2026-07,LA,JJ,BPS,GRU,Airbus,Narrow,A320,A320,320,46,7974,5422320,5840
2026-07,LA,JJ,BPS,GRU,Airbus,Narrow,A320,A321,321,59,12800,8704000,7405
2026-07,LA,JJ,BPS,POA,Airbus,Narrow,A320,A320,320,4,720,869040,720
2026-07,LA,JJ,BPS,SDU,Airbus,Narrow,A320,A319,319,31,4268,2215092,3060
2026-07,LA,JJ,BRC,GRU,Airbus,Narrow,A320,A321,321,44,9578,17997062,11120
2026-07,LA,JJ,BRU,GRU,Boeing,Wide,B787,B787-9,789,13,3900,23333700,9360
2026-07,LA,JJ,BSB,AJU,Airbus,Narrow,A320,A320,320,9,1566,1259064,1170
2026-07,LA,JJ,BSB,AJU,Airbus,Narrow,A320,A321,321,26,5660,4550640,3380
2026-07,LA,JJ,BSB,BEL,Airbus,Narrow,A320,A320,320,14,2424,2414304,2170
2026-07,LA,JJ,BSB,BEL,Airbus,Narrow,A320,A321,321,48,10532,10489872,7285
2026-07,LA,JJ,BSB,BPS,Airbus,Narrow,A320,A319,319,5,696,409248,500
2026-07,LA,JJ,BSB,BPS,Airbus,Narrow,A320,A320,320,16,2796,1644048,1600
2026-07,LA,JJ,BSB,BPS,Airbus,Narrow,A320,A321,321,14,3066,1802808,1400
2026-07,LA,JJ,BSB,BVB,Airbus,Narrow,A320,A319,319,1,134,208102,220
2026-07,LA,JJ,BSB,BVB,Airbus,Narrow,A320,A320,320,7,1232,1913296,1505
2026-07,LA,JJ,BSB,BVB,Airbus,Narrow,A320,A321,321,23,5050,7842650,4960
2026-07,LA,JJ,BSB,CGB,Airbus,Narrow,A320,A320,320,14,2436,1330056,1470
2026-07,LA,JJ,BSB,CGB,Airbus,Narrow,A320,A321,321,79,17278,9433788,8295
2026-07,LA,JJ,BSB,CGH,Airbus,Narrow,A320,A319,319,29,3898,2104920,3025
2026-07,LA,JJ,BSB,CGH,Airbus,Narrow,A320,A320,320,286,48864,26386560,29835
2026-07,LA,JJ,BSB,CGR,Airbus,Narrow,A320,A319,319,30,4156,2265020,3150
2026-07,LA,JJ,BSB,CGR,Airbus,Narrow,A320,A320,320,30,5232,2851440,3150
2026-07,LA,JJ,BSB,CGR,Airbus,Narrow,A320,A321,321,2,440,239800,210
2026-07,LA,JJ,BSB,CNF,Airbus,Narrow,A320,A320,320,42,7320,2686440,3150
2026-07,LA,JJ,BSB,CNF,Airbus,Narrow,A320,A321,321,51,11150,4092050,3825
2026-07,LA,JJ,BSB,CPV,Airbus,Narrow,A320,A319,319,6,816,820080,825
2026-07,LA,JJ,BSB,CPV,Airbus,Narrow,A320,A320,320,25,4352,4373760,3400
2026-07,LA,JJ,BSB,CWB,Airbus,Narrow,A320,A320,320,17,2976,1993920,2005
2026-07,LA,JJ,BSB,CWB,Airbus,Narrow,A320,A321,321,76,16600,11122000,9000
2026-07,LA,JJ,BSB,FLN,Airbus,Narrow,A320,A319,319,14,1950,1585350,1890
2026-07,LA,JJ,BSB,FLN,Airbus,Narrow,A320,A320,320,30,5236,4256868,4050
2026-07,LA,JJ,BSB,FLN,Airbus,Narrow,A320,A321,321,15,3272,2660136,2025
