A,KCLT,CHARLOTTE/DOUGLAS IN,35.213186,-80.951381,748,18000,18000,10000,0
A,KCOS,CITY OF COLORADO SPR,38.805817,-104.700778,6187,18000,18000,13500,0
A,KDEN,DENVER INTL,39.861667,-104.673167,5434,18000,18000,16000,0
A,KDFW,DALLAS-FT WORTH INTL,32.897233,-97.037694,606,18000,18000,13400,0
A,KEWR,NEWARK LIBERTY INTL,40.692481,-74.168689,18,18000,18000,11000,0
A,KFAT,FRESNO YOSEMITE INTL,36.776556,-119.718833,336,18000,18000,9500,0
A,KIAD,WASHINGTON DULLES IN,38.947456,-77.459928,312,18000,18000,11500,0
A,KIAH,GEORGE BUSH INTCNTL/,29.984436,-95.341442,96,18000,18000,12000,0
A,KLAS,REID INTL,36.080342,-115.152450,2183,18000,18000,14800,0
A,KLAX,LOS ANGELES INTL,33.942497,-118.408050,128,18000,18000,12900,0
A,KMCO,ORLANDO INTL,28.429389,-81.309000,96,18000,18000,12000,0
A,KMDW,CHICAGO MIDWAY INTL,41.785644,-87.752728,620,18000,18000,6500,0
A,KMFE,MCALLEN INTL,26.175833,-98.238611,107,18000,18000,7100,0
A,KMIA,MIAMI INTL,25.795361,-80.290117,9,18000,18000,13000,0
A,KOAK,OAKLAND SAN FRANCISC,37.721261,-122.221150,9,18000,18000,10500,0
A,KONT,ONTARIO INTL,34.056014,-117.601189,944,18000,18000,12100,0
A,KORD,CHICAGO OHARE INTL,41.976942,-87.908150,680,18000,18000,13000,0
A,KPDX,PORTLAND INTL,45.588708,-122.596869,31,18000,18000,11000,0
A,KPHX,PHOENIX SKY HARBOR I,33.434278,-112.011583,1135,18000,18000,11400,0
A,KRFD,CHICAGO/ROCKFORD INT,42.195361,-89.097222,742,18000,18000,10000,0
A,KRNO,RENO/TAHOE INTL,39.499111,-119.768111,4415,18000,18000,11000,0
A,KSAT,SAN ANTONIO INTL,29.533958,-98.469058,809,18000,18000,8500,0
A,KSEA,SEATTLE-TACOMA INTL,47.449889,-122.311778,432,18000,18000,11900,0
A,KSJC,MINETA SAN JOSE INTL,37.362994,-121.928619,62,18000,18000,11000,0
A,KSMF,SACRAMENTO INTL,38.695444,-121.590778,27,18000,18000,8600,0
A,KTPA,TAMPA INTL,27.975469,-82.533247,27,18000,18000,11000,0
A,MGGT,LA AURORA INTL,14.583272,-90.527472,4952,19000,20000,9800,0
A,MHLM,RAMON VILLEDA MORALE,15.451958,-87.924153,92,19000,20000,9200,0
A,MMAA,GEN JUAN N ALVAREZ I,16.757097,-99.753819,15,18500,19500,10800,0
A,MMAS,JESUS TERAN INTL,21.705483,-102.317894,6112,18500,19500,9800,0
A,MMBT,BAHIAS DE HUATULCO I,15.775328,-96.262556,464,18500,19500,9800,0
A,MMCL,CULIACAN INTL,24.765061,-107.475153,105,18500,19500,7100,0
A,MMCM,CHETUMAL INTL,18.505328,-88.329042,39,18500,19500,8800,0
A,MMCN,CIUDAD OBREGON INTL,27.392761,-109.833092,207,18500,19500,7500,0
A,MMCS,ABRAHAM GONZALEZ INT,31.636361,-106.428761,3904,18500,19500,8800,0
A,MMCU,GEN DIV P A ROBERTO ,28.702358,-105.962917,4465,18500,19500,8500,0
A,MMCZ,COZUMEL INTL,20.522064,-86.929278,15,18500,19500,10300,0
A,MMDO,DURANGO INTL,24.126033,-104.527461,6104,18500,19500,9500,0
A,MMEP,TEPIC INTL,21.416192,-104.844278,3025,18500,19500,10100,0
A,MMGL,MIGUEL HIDALGO Y COS,20.521836,-103.311144,5013,18500,19500,13100,0
A,MMHO,GEN IGNACIO PESQUEIR,29.095814,-111.047858,627,18500,19500,7500,0
A,MMIA,COLIMA,19.277011,-103.577600,2467,18500,19500,7500,0
A,MMLM,VALLE DEL FUERTE INT,25.685522,-109.081164,16,18500,19500,6500,0
A,MMLO,DE GUANAJUATO INTL,20.993300,-101.480961,5956,18500,19500,11400,0
A,MMLP,GEN MANUEL MARQUEZ D,24.072744,-110.362547,72,18500,19500,8200,0
A,MMLT,LORETO INTL,25.989869,-111.348350,36,18500,19500,7200,0
A,MMMD,MERIDA INTL,20.937022,-89.657694,37,18500,19500,10400,0
A,MMML,GEN RODOLFO SANCHEZ ,32.630564,-115.241644,74,18500,19500,8500,0
A,MMMM,GEN FRANCISCO J MUJI,19.849869,-101.025375,6033,18500,19500,11100,0
A,MMMX,BENITO JUAREZ INTL,19.435969,-99.073392,7297,18500,19500,13400,0
A,MMMY,GEN MARIANO ESCOBEDO,25.778558,-100.106986,1276,18500,19500,9800,0
A,MMMZ,GEN RAFAEL BUELNA IN,23.161481,-106.264572,38,18500,19500,8800,0
A,MMOX,XOXOCOTLAN INTL,16.998586,-96.726042,4989,18500,19500,8000,0
A,MMPB,HERMANOS SERDAN INTL,19.158139,-98.371503,7361,18500,19500,11800,0
A,MMPN,LIC AND GEN IGNACIO ,19.396453,-102.038886,5258,18500,19500,7800,0
A,MMPR,LIC GUSTAVO DIAZ ORD,20.680072,-105.254200,23,18500,19500,10100,0
A,MMPS,PUERTO ESCONDIDO INT,15.876917,-97.089083,294,18500,19500,7500,0
A,MMQT,QUERETARO INTL,20.617378,-100.185694,6296,18500,19500,11400,0
A,MMSD,LOS CABOS INTL,23.152072,-109.720747,381,18500,19500,9800,0
A,MMSM,FELIPE ANGELES INTL,19.744639,-99.014778,7362,18500,19500,14700,0
A,MMSP,PONCIANO ARRIAGA INT,22.254261,-100.930761,6033,18500,19500,9800,0
A,MMTC,TORREON INTL,25.568289,-103.410678,3691,18500,19500,9000,0
A,MMTG,ANGEL ALBINO CORZO,16.561822,-93.026081,1508,18500,19500,8200,0
A,MMTJ,GEN ABELARDO L RODRI,32.541058,-116.969969,487,18500,19500,9700,0
A,MMTL,FELIPE CARRILLO PUER,20.172533,-87.660986,48,18500,19500,12100,0
A,MMTO,LIC ADOLFO LOPEZ MAT,19.337086,-99.566036,8468,18500,19500,13700,0
A,MMTP,TAPACHULA INTL,14.794350,-92.369969,95,18500,19500,6500,0
A,MMUN,CANCUN INTL,21.042742,-86.873200,22,18500,19500,11400,0
A,MMVA,C P A CARLOS ROVIROS,17.997017,-92.814814,46,18500,19500,7200,0
A,MMVR,GEN HERIBERTO JARA I,19.145781,-96.187364,89,18500,19500,7800,0
A,MMZC,GEN LEOBARDO C RUIZ ,22.897394,-102.685769,7126,18500,19500,9800,0
A,MMZH,IXTAPA-ZIHUATANEJO I,17.601622,-101.460553,26,18500,19500,8200,0
A,MROC,JUAN SANTAMARIA INTL,9.993903,-84.208856,3048,19000,20000,9800,0
A,MSLP,EL SALVADOR INTL ST ,13.440939,-89.055753,101,19500,20000,10400,0
A,SKBO,EL DORADO INTL,4.701600,-74.146944,8358,18000,19000,12400,0
A,SPJC,JORGE CHAVEZ INTL,-12.021389,-77.120533,113,10000,0,11500,0
